"Genre" "name"
"Sloanea_sp.21CAY-ATDN" "Sloanea" "Sloanea_sp.21CAY-ATDN"
"Sloanea_sp.5CAY-ATDN" "Sloanea" "Sloanea_sp.5CAY-ATDN"
"Indet._sp.4CAY-ATDN" "Indet." "Indet._sp.4CAY-ATDN"
"Aspidosperma_helstonei" "Aspidosperma" "Aspidosperma_helstonei"
"Vataireopsis_surinamensis" "Vataireopsis" "Vataireopsis_surinamensis"
"Euplassa_pinnata" "Euplassa" "Euplassa_pinnata"
"Sloanea_sp.24CAY-ATDN" "Sloanea" "Sloanea_sp.24CAY-ATDN"
"Erythroxylum_ligustrinum" "Erythroxylum" "Erythroxylum_ligustrinum"
"Peltogyne_sp.1CAY-ATDN" "Peltogyne" "Peltogyne_sp.1CAY-ATDN"
"Eugenia_cupulata" "Eugenia" "Eugenia_cupulata"
"Ouratea_guianensis" "Ouratea" "Ouratea_guianensis"
"Tapirira_bethanniana" "Tapirira" "Tapirira_bethanniana"
"Tovomita_sp.P6" "Tovomita" "Tovomita_sp.P6"
"Licania_majuscula" "Licania" "Licania_majuscula"
"Anaxagorea_dolichocarpa" "Anaxagorea" "Anaxagorea_dolichocarpa"
"Licania_parvifructa" "Licania" "Licania_parvifructa"
"Inga_splendens" "Inga" "Inga_splendens"
"Tovomita_macrophylla" "Tovomita" "Tovomita_macrophylla"
"Perebea_guianensis" "Perebea" "Perebea_guianensis"
"Tabernaemontana_undulata" "Tabernaemontana" "Tabernaemontana_undulata"
"Eriotheca_longitubulosa" "Eriotheca" "Eriotheca_longitubulosa"
"Licania_longistyla" "Licania" "Licania_longistyla"
"Sloanea_sp.17CAY-ATDN" "Sloanea" "Sloanea_sp.17CAY-ATDN"
"Rauvolfia_paraensis" "Rauvolfia" "Rauvolfia_paraensis"
"Sloanea_sp.4CAY-ATDN" "Sloanea" "Sloanea_sp.4CAY-ATDN"
"Dipteryx_odorata" "Dipteryx" "Dipteryx_odorata"
"Aniba_williamsii" "Aniba" "Aniba_williamsii"
"Miconia_acuminata" "Miconia" "Miconia_acuminata"
"Miconia_plukenetii" "Miconia" "Miconia_plukenetii"
"Vantanea_guianensis" "Vantanea" "Vantanea_guianensis"
"Protium_tenuifolium" "Protium" "Protium_tenuifolium"
"Eugenia_latifolia" "Eugenia" "Eugenia_latifolia"
"Cassipourea_guianensis" "Cassipourea" "Cassipourea_guianensis"
"Inga_gracilifolia" "Inga" "Inga_gracilifolia"
"Ilex_sp.2CAY-ATDN" "Ilex" "Ilex_sp.2CAY-ATDN"
"Quiina_integrifolia" "Quiina" "Quiina_integrifolia"
"Helicostylis_pedunculata" "Helicostylis" "Helicostylis_pedunculata"
"Richeria_grandis" "Richeria" "Richeria_grandis"
"Touroulia_guianensis" "Touroulia" "Touroulia_guianensis"
"Inga_paraensis" "Inga" "Inga_paraensis"
"Posoqueria_Indet." "Posoqueria" "Posoqueria_Indet."
"Pouteria_hispida" "Pouteria" "Pouteria_hispida"
"Hasseltia_floribunda" "Hasseltia" "Hasseltia_floribunda"
"Vouarana_guianensis" "Vouarana" "Vouarana_guianensis"
"Talisia_furfuracea" "Talisia" "Talisia_furfuracea"
"Ormosia_bolivarensis" "Ormosia" "Ormosia_bolivarensis"
"Inga_thibaudiana" "Inga" "Inga_thibaudiana"
"Vismia_latifolia" "Vismia" "Vismia_latifolia"
"Isertia_Indet." "Isertia" "Isertia_Indet."
"Inga_sp.12CAY-ATDN" "Inga" "Inga_sp.12CAY-ATDN"
"Ampelocera_edentula" "Ampelocera" "Ampelocera_edentula"
"Kutchubaea_insignis" "Kutchubaea" "Kutchubaea_insignis"
"Indet._sp.2CAY-ATDN" "Indet." "Indet._sp.2CAY-ATDN"
"Heisteria_ovata" "Heisteria" "Heisteria_ovata"
"Pradosia_ptychandra" "Pradosia" "Pradosia_ptychandra"
"Poecilanthe_hostmannii" "Poecilanthe" "Poecilanthe_hostmannii"
"Buchenavia_guianensis" "Buchenavia" "Buchenavia_guianensis"
"Ficus_Indet." "Ficus" "Ficus_Indet."
"Humiriastrum_excelsum" "Humiriastrum" "Humiriastrum_excelsum"
"Lueheopsis_rosea" "Lueheopsis" "Lueheopsis_rosea"
"Indet._sp.7Guyafor" "Indet." "Indet._sp.7Guyafor"
"Indet._sp.5Guyafor" "Indet." "Indet._sp.5Guyafor"
"Matayba_arborescens" "Matayba" "Matayba_arborescens"
"Isertia_coccinea" "Isertia" "Isertia_coccinea"
"Inga_stipularis" "Inga" "Inga_stipularis"
"Inga_graciliflora" "Inga" "Inga_graciliflora"
"Vismia_cayennensis" "Vismia" "Vismia_cayennensis"
"Pouteria_sagotiana" "Pouteria" "Pouteria_sagotiana"
"Alchorneopsis_Indet." "Alchorneopsis" "Alchorneopsis_Indet."
"Pouteria_Indet." "Pouteria" "Pouteria_Indet."
"Geissospermum_laeve" "Geissospermum" "Geissospermum_laeve"
"Mabea_Indet." "Mabea" "Mabea_Indet."
"Crudia_aromatica" "Crudia" "Crudia_aromatica"
"Macrolobium_bifolium" "Macrolobium" "Macrolobium_bifolium"
"Maytenus_Indet." "Maytenus" "Maytenus_Indet."
"Indet._sp.3Guyafor" "Indet." "Indet._sp.3Guyafor"
"Talisia_megaphylla" "Talisia" "Talisia_megaphylla"
"Eschweilera_squamata" "Eschweilera" "Eschweilera_squamata"
"Alexa_wachenheimii" "Alexa" "Alexa_wachenheimii"
"Mouriri_huberi" "Mouriri" "Mouriri_huberi"
"Iryanthera_Indet." "Iryanthera" "Iryanthera_Indet."
"Cassia_spruceana" "Cassia" "Cassia_spruceana"
"Zanthoxylum_ekmanii" "Zanthoxylum" "Zanthoxylum_ekmanii"
"Sloanea_sp.21(DS)" "Sloanea" "Sloanea_sp.21(DS)"
"Socratea_exorrhiza" "Socratea" "Socratea_exorrhiza"
"Tovomita_brevistaminea" "Tovomita" "Tovomita_brevistaminea"
"Inga_umbellifera" "Inga" "Inga_umbellifera"
"Ormosia_stipularis" "Ormosia" "Ormosia_stipularis"
"Guarea_costata" "Guarea" "Guarea_costata"
"Casearia_sp.1CAY-ATDN" "Casearia" "Casearia_sp.1CAY-ATDN"
"Tovomita_sp.22CAY-ATDN" "Tovomita" "Tovomita_sp.22CAY-ATDN"
"Pourouma_villosa" "Pourouma" "Pourouma_villosa"
"Annona_ambotay" "Annona" "Annona_ambotay"
"Sloanea_sp.2CAY-ATDN" "Sloanea" "Sloanea_sp.2CAY-ATDN"
"Eugenia_marowynensis" "Eugenia" "Eugenia_marowynensis"
"Buchenavia_nitidissima" "Buchenavia" "Buchenavia_nitidissima"
"Vochysia_guianensis" "Vochysia" "Vochysia_guianensis"
"Peltogyne_Indet." "Peltogyne" "Peltogyne_Indet."
"Neocalyptrocalyx_leprieurii" "Neocalyptrocalyx" "Neocalyptrocalyx_leprieurii"
"Micropholis_obscura" "Micropholis" "Micropholis_obscura"
"Aspidosperma_sandwithianum" "Aspidosperma" "Aspidosperma_sandwithianum"
"Inga_pilosula" "Inga" "Inga_pilosula"
"Couepia_caryophylloides" "Couepia" "Couepia_caryophylloides"
"Pouteria_grandis" "Pouteria" "Pouteria_grandis"
"Annona_exsucca" "Annona" "Annona_exsucca"
"Indet._sp.38Guyafor" "Indet." "Indet._sp.38Guyafor"
"Sloanea_eichleri" "Sloanea" "Sloanea_eichleri"
"Micropholis_longipedicellata" "Micropholis" "Micropholis_longipedicellata"
"Sloanea_sp.22CAY-ATDN" "Sloanea" "Sloanea_sp.22CAY-ATDN"
"Zanthoxylum_acuminatum" "Zanthoxylum" "Zanthoxylum_acuminatum"
"Eschweilera_collina" "Eschweilera" "Eschweilera_collina"
"Thyrsodium_Indet." "Thyrsodium" "Thyrsodium_Indet."
"Indet._sp.P9" "Indet." "Indet._sp.P9"
"Tovomita_sp.B5" "Tovomita" "Tovomita_sp.B5"
"Maytenus_sp.P1" "Maytenus" "Maytenus_sp.P1"
"Platymiscium_Indet." "Platymiscium" "Platymiscium_Indet."
"Eschweilera_micrantha" "Eschweilera" "Eschweilera_micrantha"
"Ouratea_sp.P1" "Ouratea" "Ouratea_sp.P1"
"Handroanthus_Indet." "Handroanthus" "Handroanthus_Indet."
"Inga_lomatophylla" "Inga" "Inga_lomatophylla"
"Indet._sp.35CAY-ATDN" "Indet." "Indet._sp.35CAY-ATDN"
"Indet._sp.P22" "Indet." "Indet._sp.P22"
"Elvasia_elvasioides" "Elvasia" "Elvasia_elvasioides"
"Myrcia_decorticans" "Myrcia" "Myrcia_decorticans"
"Matayba_inelegans" "Matayba" "Matayba_inelegans"
"Gaulettia_parillo" "Gaulettia" "Gaulettia_parillo"
"Fusaea_longifolia" "Fusaea" "Fusaea_longifolia"
"Maytenus_sp.7CAY-ATDN" "Maytenus" "Maytenus_sp.7CAY-ATDN"
"Inga_nouragensis" "Inga" "Inga_nouragensis"
"Schefflera_morototoni" "Schefflera" "Schefflera_morototoni"
"Indet._sp.2Guyafor" "Indet." "Indet._sp.2Guyafor"
"Inga_capitata" "Inga" "Inga_capitata"
"Rinorea_guianensis" "Rinorea" "Rinorea_guianensis"
"Lecythis_holcogyne" "Lecythis" "Lecythis_holcogyne"
"Cordia_Indet." "Cordia" "Cordia_Indet."
"Lecythis_idatimon" "Lecythis" "Lecythis_idatimon"
"Stryphnodendron_polystachyum" "Stryphnodendron" "Stryphnodendron_polystachyum"
"Nectandra_globosa" "Nectandra" "Nectandra_globosa"
"Aniba_guianensis" "Aniba" "Aniba_guianensis"
"Prunus_myrtifolia" "Prunus" "Prunus_myrtifolia"
"Maytenus_guyanensis" "Maytenus" "Maytenus_guyanensis"
"Aniba_rosaeodora" "Aniba" "Aniba_rosaeodora"
"Vochysia_Indet." "Vochysia" "Vochysia_Indet."
"Tetragastris_altissima" "Tetragastris" "Tetragastris_altissima"
"Casearia_Indet." "Casearia" "Casearia_Indet."
"Theobroma_velutinum" "Theobroma" "Theobroma_velutinum"
"Rhodostemonodaphne_morii" "Rhodostemonodaphne" "Rhodostemonodaphne_morii"
"Enterolobium_sp.1CAY-ATDN" "Enterolobium" "Enterolobium_sp.1CAY-ATDN"
"Vatairea_paraensis" "Vatairea" "Vatairea_paraensis"
"Rinorea_sp.1CAY-ATDN" "Rinorea" "Rinorea_sp.1CAY-ATDN"
"Protium_apiculatum" "Protium" "Protium_apiculatum"
"Quiina_oiapocensis" "Quiina" "Quiina_oiapocensis"
"Eschweilera_grandiflora" "Eschweilera" "Eschweilera_grandiflora"
"Erythroxylum_sp.1CAY-ATDN" "Erythroxylum" "Erythroxylum_sp.1CAY-ATDN"
"Talisia_sp.2CAY-ATDN" "Talisia" "Talisia_sp.2CAY-ATDN"
"Licaria_debilis" "Licaria" "Licaria_debilis"
"Handroanthus_serratifolius" "Handroanthus" "Handroanthus_serratifolius"
"Qualea_dinizii" "Qualea" "Qualea_dinizii"
"Inga_longipedunculata" "Inga" "Inga_longipedunculata"
"Licania_hypoleuca" "Licania" "Licania_hypoleuca"
"Caraipa_Indet." "Caraipa" "Caraipa_Indet."
"Eperua_rubiginosa" "Eperua" "Eperua_rubiginosa"
"Vochysia_tomentosa" "Vochysia" "Vochysia_tomentosa"
"Diospyros_capreifolia" "Diospyros" "Diospyros_capreifolia"
"Pourouma_mollis" "Pourouma" "Pourouma_mollis"
"Amaioua_corymbosa" "Amaioua" "Amaioua_corymbosa"
"Casearia_decandra" "Casearia" "Casearia_decandra"
"Panopsis_sessilifolia" "Panopsis" "Panopsis_sessilifolia"
"Duguetia_yeshidan" "Duguetia" "Duguetia_yeshidan"
"Amanoa_congesta" "Amanoa" "Amanoa_congesta"
"Licania_robusta" "Licania" "Licania_robusta"
"Ocotea_tomentella" "Ocotea" "Ocotea_tomentella"
"Sloanea_latifolia_form2" "Sloanea" "Sloanea_latifolia_form2"
"Vochysia_surinamensis" "Vochysia" "Vochysia_surinamensis"
"Vitex_guianensis" "Vitex" "Vitex_guianensis"
"Pterocarpus_rohrii" "Pterocarpus" "Pterocarpus_rohrii"
"Bellucia_grossularioides" "Bellucia" "Bellucia_grossularioides"
"Micropholis_Indet." "Micropholis" "Micropholis_Indet."
"Tachigali_sp.5CAY-ATDN" "Tachigali" "Tachigali_sp.5CAY-ATDN"
"Indet._sp.39Guyafor" "Indet." "Indet._sp.39Guyafor"
"Pouteria_sp.46Guyafor" "Pouteria" "Pouteria_sp.46Guyafor"
"Minquartia_Indet." "Minquartia" "Minquartia_Indet."
"Bagassa_guianensis" "Bagassa" "Bagassa_guianensis"
"Buchenavia_tetraphylla" "Buchenavia" "Buchenavia_tetraphylla"
"Terminalia_amazonia" "Terminalia" "Terminalia_amazonia"
"Unonopsis_Indet." "Unonopsis" "Unonopsis_Indet."
"Mouriri_nervosa" "Mouriri" "Mouriri_nervosa"
"Tapura_amazonica" "Tapura" "Tapura_amazonica"
"Diospyros_guianensis" "Diospyros" "Diospyros_guianensis"
"Alchornea_discolor" "Alchornea" "Alchornea_discolor"
"Couepia_magnoliifolia" "Couepia" "Couepia_magnoliifolia"
"Erythroxylum_lineolatum" "Erythroxylum" "Erythroxylum_lineolatum"
"Sterculia_excelsa" "Sterculia" "Sterculia_excelsa"
"Inga_cordatoalata" "Inga" "Inga_cordatoalata"
"Virola_Indet." "Virola" "Virola_Indet."
"Miconia_ruficalyx" "Miconia" "Miconia_ruficalyx"
"Lacistema_grandifolium" "Lacistema" "Lacistema_grandifolium"
"Lacunaria_Indet." "Lacunaria" "Lacunaria_Indet."
"Rhodostemonodaphne_Indet." "Rhodostemonodaphne" "Rhodostemonodaphne_Indet."
"Casearia_sp.3CAY-ATDN" "Casearia" "Casearia_sp.3CAY-ATDN"
"Ormosia_coccinea" "Ormosia" "Ormosia_coccinea"
"Casearia_guianensis" "Casearia" "Casearia_guianensis"
"Helicostylis_Indet." "Helicostylis" "Helicostylis_Indet."
"Gustavia_augusta" "Gustavia" "Gustavia_augusta"
"Chrysophyllum_venezuelanense" "Chrysophyllum" "Chrysophyllum_venezuelanense"
"Indet._sp.8Guyafor" "Indet." "Indet._sp.8Guyafor"
"Ficus_broadwayi" "Ficus" "Ficus_broadwayi"
"Annona_prevostiae" "Annona" "Annona_prevostiae"
"Hieronyma_alchorneoides" "Hieronyma" "Hieronyma_alchorneoides"
"Ficus_pertusa" "Ficus" "Ficus_pertusa"
"Palicourea_guianensis" "Palicourea" "Palicourea_guianensis"
"Trattinnickia_burserifolia" "Trattinnickia" "Trattinnickia_burserifolia"
"Apeiba_petoumo" "Apeiba" "Apeiba_petoumo"
"Ficus_americana" "Ficus" "Ficus_americana"
"Humiria_balsamifera" "Humiria" "Humiria_balsamifera"
"Coussapoa_angustifolia" "Coussapoa" "Coussapoa_angustifolia"
"Virola_sebifera" "Virola" "Virola_sebifera"
"Himatanthus_bracteatus" "Himatanthus" "Himatanthus_bracteatus"
"Inga_cylindrica" "Inga" "Inga_cylindrica"
"Ficus_schumacheri" "Ficus" "Ficus_schumacheri"
"Rinorea_bahiensis" "Rinorea" "Rinorea_bahiensis"
"Ormosia_melanocarpa" "Ormosia" "Ormosia_melanocarpa"
"Cordia_panicularis" "Cordia" "Cordia_panicularis"
"Pseudopiptadenia_psilostachya" "Pseudopiptadenia" "Pseudopiptadenia_psilostachya"
"Ficus_maroniensis" "Ficus" "Ficus_maroniensis"
"Ficus_panurensis" "Ficus" "Ficus_panurensis"
"Miconia_Indet." "Miconia" "Miconia_Indet."
"Inga_disticha" "Inga" "Inga_disticha"
"Ficus_malacocarpa" "Ficus" "Ficus_malacocarpa"
"Henriettea_succosa" "Henriettea" "Henriettea_succosa"
"Cordia_nervosa" "Cordia" "Cordia_nervosa"
"Coussapoa_asperifolia" "Coussapoa" "Coussapoa_asperifolia"
"Miconia_fragilis" "Miconia" "Miconia_fragilis"
"Ficus_gomelleira" "Ficus" "Ficus_gomelleira"
"Aniba_Indet." "Aniba" "Aniba_Indet."
"Quiina_guianensis" "Quiina" "Quiina_guianensis"
"Eugenia_patens" "Eugenia" "Eugenia_patens"
"Tabebuia_Indet." "Tabebuia" "Tabebuia_Indet."
"Pseudopiptadenia_Indet." "Pseudopiptadenia" "Pseudopiptadenia_Indet."
"Inga_bourgonii" "Inga" "Inga_bourgonii"
"Rinorea_Indet." "Rinorea" "Rinorea_Indet."
"Pouteria_caimito" "Pouteria" "Pouteria_caimito"
"Palicourea_Indet." "Palicourea" "Palicourea_Indet."
"Peltogyne_paniculata" "Peltogyne" "Peltogyne_paniculata"
"Tovomita_sp.P4" "Tovomita" "Tovomita_sp.P4"
"Mouriri_sagotiana" "Mouriri" "Mouriri_sagotiana"
"Licania_glabriflora" "Licania" "Licania_glabriflora"
"Talisia_microphylla" "Talisia" "Talisia_microphylla"
"Aniba_hostmanniana" "Aniba" "Aniba_hostmanniana"
"Cordia_toqueve" "Cordia" "Cordia_toqueve"
"Ocotea_oblonga" "Ocotea" "Ocotea_oblonga"
"Inga_nobilis" "Inga" "Inga_nobilis"
"Tabernaemontana_Indet." "Tabernaemontana" "Tabernaemontana_Indet."
"Erythroxylum_citrifolium" "Erythroxylum" "Erythroxylum_citrifolium"
"Ilex_inundata" "Ilex" "Ilex_inundata"
"Mouriri_sp.2CAY-ATDN" "Mouriri" "Mouriri_sp.2CAY-ATDN"
"Inga_brachystachys" "Inga" "Inga_brachystachys"
"Tapura_Indet." "Tapura" "Tapura_Indet."
"Xylopia_surinamensis" "Xylopia" "Xylopia_surinamensis"
"Indet._sp.13CAY-ATDN" "Indet." "Indet._sp.13CAY-ATDN"
"Indet._sp.34CAY-ATDN" "Indet." "Indet._sp.34CAY-ATDN"
"Loreya_mespiloides" "Loreya" "Loreya_mespiloides"
"Siparuna_guianensis" "Siparuna" "Siparuna_guianensis"
"Inga_sp.P11" "Inga" "Inga_sp.P11"
"Indet._sp.6Guyafor" "Indet." "Indet._sp.6Guyafor"
"Pourouma_guianensis" "Pourouma" "Pourouma_guianensis"
"Couratari_calycina" "Couratari" "Couratari_calycina"
"Diplotropis_Indet." "Diplotropis" "Diplotropis_Indet."
"Miconia_prasina" "Miconia" "Miconia_prasina"
"Licania_kunthiana" "Licania" "Licania_kunthiana"
"Coccoloba_Indet." "Coccoloba" "Coccoloba_Indet."
"Hirtella_glandistipula" "Hirtella" "Hirtella_glandistipula"
"Maytenus_sp.1CAY-ATDN" "Maytenus" "Maytenus_sp.1CAY-ATDN"
"Couratari_gloriosa" "Couratari" "Couratari_gloriosa"
"Guarea_guidonia" "Guarea" "Guarea_guidonia"
"Eugenia_sp.FG14-Holst" "Eugenia" "Eugenia_sp.FG14-Holst"
"Rinorea_pectinosquamata" "Rinorea" "Rinorea_pectinosquamata"
"Elaeoluma_Indet." "Elaeoluma" "Elaeoluma_Indet."
"Dipteryx_punctata" "Dipteryx" "Dipteryx_punctata"
"Posoqueria_longiflora" "Posoqueria" "Posoqueria_longiflora"
"Rinorea_sp.P3" "Rinorea" "Rinorea_sp.P3"
"Inga_tubiformis" "Inga" "Inga_tubiformis"
"Parinari_parvifolia" "Parinari" "Parinari_parvifolia"
"Vismia_ramuliflora" "Vismia" "Vismia_ramuliflora"
"Caraipa_punctulata" "Caraipa" "Caraipa_punctulata"
"Sloanea_sp.32CAY-ATDN" "Sloanea" "Sloanea_sp.32CAY-ATDN"
"Tovomita_brasiliensis" "Tovomita" "Tovomita_brasiliensis"
"Mouriri_collocarpa" "Mouriri" "Mouriri_collocarpa"
"Copaifera_guianensis" "Copaifera" "Copaifera_guianensis"
"Amphirrhox_Indet." "Amphirrhox" "Amphirrhox_Indet."
"Dimorphandra_polyandra" "Dimorphandra" "Dimorphandra_polyandra"
"Guarea_silvatica" "Guarea" "Guarea_silvatica"
"Amaioua_Indet." "Amaioua" "Amaioua_Indet."
"Brosimum_Indet." "Brosimum" "Brosimum_Indet."
"Inga_virgultosa" "Inga" "Inga_virgultosa"
"Mouriri_dumetosa" "Mouriri" "Mouriri_dumetosa"
"Cordia_sprucei" "Cordia" "Cordia_sprucei"
"Vantanea_Indet." "Vantanea" "Vantanea_Indet."
"Trymatococcus_Indet." "Trymatococcus" "Trymatococcus_Indet."
"Paypayrola_guianensis" "Paypayrola" "Paypayrola_guianensis"
"Guarea_Indet." "Guarea" "Guarea_Indet."
"Vatairea_Indet." "Vatairea" "Vatairea_Indet."
"Pouteria_reticulata" "Pouteria" "Pouteria_reticulata"
"Micropholis_mensalis" "Micropholis" "Micropholis_mensalis"
"Ouratea_Indet." "Ouratea" "Ouratea_Indet."
"Duroia_Indet." "Duroia" "Duroia_Indet."
"Duguetia_inconspicua" "Duguetia" "Duguetia_inconspicua"
"Protium_aracouchini" "Protium" "Protium_aracouchini"
"Sarcaulus_brasiliensis" "Sarcaulus" "Sarcaulus_brasiliensis"
"Pouteria_oblanceolata" "Pouteria" "Pouteria_oblanceolata"
"Cupania_hirsuta" "Cupania" "Cupania_hirsuta"
"Humiriastrum_Indet." "Humiriastrum" "Humiriastrum_Indet."
"Sarcaulus_Indet." "Sarcaulus" "Sarcaulus_Indet."
"Himatanthus_Indet." "Himatanthus" "Himatanthus_Indet."
"Guatteria_Indet." "Guatteria" "Guatteria_Indet."
"Pouteria_egregia" "Pouteria" "Pouteria_egregia"
"Tetragastris_Indet." "Tetragastris" "Tetragastris_Indet."
"Quiina_Indet." "Quiina" "Quiina_Indet."
"Chromolucuma_congestifolia" "Chromolucuma" "Chromolucuma_congestifolia"
"Ambelania_Indet." "Ambelania" "Ambelania_Indet."
"Sacoglottis_Indet." "Sacoglottis" "Sacoglottis_Indet."
"Inga_acreana" "Inga" "Inga_acreana"
"Laetia_Indet." "Laetia" "Laetia_Indet."
"Casearia_sp.5CAY-ATDN" "Casearia" "Casearia_sp.5CAY-ATDN"
"Pourouma_minor" "Pourouma" "Pourouma_minor"
"Miconia_trinervia" "Miconia" "Miconia_trinervia"
"Annona_Indet." "Annona" "Annona_Indet."
"Vismia_sp.1Guyafor" "Vismia" "Vismia_sp.1Guyafor"
"Ficus_pulchella" "Ficus" "Ficus_pulchella"
"Diospyros_vestita" "Diospyros" "Diospyros_vestita"
"Casearia_sp.D" "Casearia" "Casearia_sp.D"
"Casearia_ulmifolia" "Casearia" "Casearia_ulmifolia"
"Sloanea_latifolia" "Sloanea" "Sloanea_latifolia"
"Sloanea_garckeana" "Sloanea" "Sloanea_garckeana"
"Hirtella_hispidula" "Hirtella" "Hirtella_hispidula"
"Capparidastrum_frondosum" "Capparidastrum" "Capparidastrum_frondosum"
"Lacistema_aggregatum" "Lacistema" "Lacistema_aggregatum"
"Matayba_opaca" "Matayba" "Matayba_opaca"
"Xylopia_cayennensis" "Xylopia" "Xylopia_cayennensis"
"Vismia_sp.P1" "Vismia" "Vismia_sp.P1"
"Cybianthus_guyanensis" "Cybianthus" "Cybianthus_guyanensis"
"Inga_sp.18CAY-ATDN" "Inga" "Inga_sp.18CAY-ATDN"
"Sterculia_sp.P1" "Sterculia" "Sterculia_sp.P1"
"Inga_acrocephala" "Inga" "Inga_acrocephala"
"Coussarea_racemosa" "Coussarea" "Coussarea_racemosa"
"Mezilaurus_sp.1CAY-ATDN" "Mezilaurus" "Mezilaurus_sp.1CAY-ATDN"
"Swartzia_oblanceolata" "Swartzia" "Swartzia_oblanceolata"
"Poecilanthe_effusa" "Poecilanthe" "Poecilanthe_effusa"
"Inga_fanchoniana" "Inga" "Inga_fanchoniana"
"Tachigali_guianensis" "Tachigali" "Tachigali_guianensis"
"Pera_glabrata" "Pera" "Pera_glabrata"
"Miconia_argyrophylla" "Miconia" "Miconia_argyrophylla"
"Inga_brevipes" "Inga" "Inga_brevipes"
"Stryphnodendron_sp.3CAY-ATDN" "Stryphnodendron" "Stryphnodendron_sp.3CAY-ATDN"
"Inga_sp.16CAY-ATDN" "Inga" "Inga_sp.16CAY-ATDN"
"Inga_capitata_form2" "Inga" "Inga_capitata_form2"
"Heisteria_Indet." "Heisteria" "Heisteria_Indet."
"Toulicia_guianensis" "Toulicia" "Toulicia_guianensis"
"Sloanea_sp.P33" "Sloanea" "Sloanea_sp.P33"
"Prunus_accumulans" "Prunus" "Prunus_accumulans"
"Loreya_Indet." "Loreya" "Loreya_Indet."
"Pouteria_aubrevillei" "Pouteria" "Pouteria_aubrevillei"
"Oxandra_Indet." "Oxandra" "Oxandra_Indet."
"Guatteria_punctata" "Guatteria" "Guatteria_punctata"
"Perebea_mollis" "Perebea" "Perebea_mollis"
"Astrocaryum_sciophilum" "Astrocaryum" "Astrocaryum_sciophilum"
"Guarea_carinata" "Guarea" "Guarea_carinata"
"Guarea_kunthiana" "Guarea" "Guarea_kunthiana"
"Inga_sp.4" "Inga" "Inga_sp.4"
"Vatairea_erythrocarpa" "Vatairea" "Vatairea_erythrocarpa"
"Alsodeia_longiflora" "Alsodeia" "Alsodeia_longiflora"
"Doliocarpus_sp.1" "Doliocarpus" "Doliocarpus_sp.1"
"Eschweilera_parviflora" "Eschweilera" "Eschweilera_parviflora"
"Clusia_grandiflora" "Clusia" "Clusia_grandiflora"
"Mouriri_angulicosta" "Mouriri" "Mouriri_angulicosta"
"Pouteria_sp.19" "Pouteria" "Pouteria_sp.19"
"Faramea_sp.3" "Faramea" "Faramea_sp.3"
"Tachigali_sp.1" "Tachigali" "Tachigali_sp.1"
"Parkia_gigantocarpa" "Parkia" "Parkia_gigantocarpa"
"Batocarpus_Indet." "Batocarpus" "Batocarpus_Indet."
"Tovomita_sp.1" "Tovomita" "Tovomita_sp.1"
"Duroia_genipoides" "Duroia" "Duroia_genipoides"
"Matayba_Indet." "Matayba" "Matayba_Indet."
"Anacardium_Indet." "Anacardium" "Anacardium_Indet."
"Licaria_Indet." "Licaria" "Licaria_Indet."
"Myrcia_Indet." "Myrcia" "Myrcia_Indet."
"Marcgravia_Indet." "Marcgravia" "Marcgravia_Indet."
"Brosimum_acutifolium" "Brosimum" "Brosimum_acutifolium"
"Sloanea_sp.1" "Sloanea" "Sloanea_sp.1"
"Elaeoluma_nuda" "Elaeoluma" "Elaeoluma_nuda"
"Indet._sp.B7" "Indet." "Indet._sp.B7"
"Indet._sp.30CAY-ATDN" "Indet." "Indet._sp.30CAY-ATDN"
"Lonchocarpus_Indet." "Lonchocarpus" "Lonchocarpus_Indet."
"Qualea_sp.1CAY-ATDN" "Qualea" "Qualea_sp.1CAY-ATDN"
"Paullinia_Indet." "Paullinia" "Paullinia_Indet."
"Indet._sp.B1" "Indet." "Indet._sp.B1"
"Caryocar_microcarpum" "Caryocar" "Caryocar_microcarpum"
"Mimosa_guilandinae" "Mimosa" "Mimosa_guilandinae"
"Doliocarpus_Indet." "Doliocarpus" "Doliocarpus_Indet."
"Chrysophyllum_sp.4" "Chrysophyllum" "Chrysophyllum_sp.4"
"Guarea_glabra" "Guarea" "Guarea_glabra"
"Manilkara_huberi" "Manilkara" "Manilkara_huberi"
"Indet._sp.P1" "Indet." "Indet._sp.P1"
"Eugenia_cucullata" "Eugenia" "Eugenia_cucullata"
"Cordia_goeldiana" "Cordia" "Cordia_goeldiana"
"Catostemma_Indet." "Catostemma" "Catostemma_Indet."
"Coussarea_granvillei" "Coussarea" "Coussarea_granvillei"
"Licania_latifolia" "Licania" "Licania_latifolia"
"Naucleopsis_Indet." "Naucleopsis" "Naucleopsis_Indet."
"Naucleopsis_glabra" "Naucleopsis" "Naucleopsis_glabra"
"Casearia_combaymensis" "Casearia" "Casearia_combaymensis"
"Sloanea_sinemariensis" "Sloanea" "Sloanea_sinemariensis"
"Trichilia_cipo" "Trichilia" "Trichilia_cipo"
"Pouteria_cayennensis" "Pouteria" "Pouteria_cayennensis"
"Lacistema_polystachyum" "Lacistema" "Lacistema_polystachyum"
"Miconia_hypoleuca" "Miconia" "Miconia_hypoleuca"
"Pogonophora_Indet." "Pogonophora" "Pogonophora_Indet."
